"sample"	"n_loci"	"population"	"group"
"421"	"NA021015_25_92bp"	25184	"Namhae15"	"Korea"
"422"	"NA021015_26_92bp"	25210	"Namhae15"	"Korea"
"423"	"NA021015_30_92bp"	25106	"Namhae15"	"Korea"
"424"	"PO010715_02_92bp"	25310	"Pohang15"	"Korea"
"425"	"PO010715_02_rep_92bp"	25302	"Pohang15"	"Korea"
"426"	"PO010715_04_92bp"	25139	"Pohang15"	"Korea"
"427"	"PO010715_06.1_92bp"	24777	"Pohang15"	"Korea"
"428"	"PO010715_07_92bp"	25250	"Pohang15"	"Korea"
"429"	"PO010715_07_rep_92bp"	25276	"Pohang15"	"Korea"
"430"	"PO010715_08.1_92bp"	24998	"Pohang15"	"Korea"
"431"	"PO010715_10.1_92bp"	24997	"Pohang15"	"Korea"
"432"	"PO010715_11.1_92bp"	24940	"Pohang15"	"Korea"
"433"	"PO010715_12_92bp"	25150	"Pohang15"	"Korea"
"434"	"PO010715_17.1_92bp"	24985	"Pohang15"	"Korea"
"435"	"PO010715_19.1_92bp"	25002	"Pohang15"	"Korea"
"436"	"PO010715_26_2_92bp"	25240	"Pohang15"	"Korea"
"437"	"PO010715_26_92bp"	25396	"Pohang15"	"Korea"
"438"	"PO010715_27.1_92bp"	24905	"Pohang15"	"Korea"
"439"	"PO010715_28.1_92bp"	25311	"Pohang15"	"Korea"
"440"	"PO010715_29.1_92bp"	25019	"Pohang15"	"Korea"
"441"	"PO020515_01_92bp"	25088	"Pohang15"	"Korea"
"442"	"PO020515_03.1_92bp"	24962	"Pohang15"	"Korea"
"443"	"PO020515_05.1_92bp"	24653	"Pohang15"	"Korea"
"444"	"PO020515_06_92bp"	25192	"Pohang15"	"Korea"
"445"	"PO020515_08.1_92bp"	24924	"Pohang15"	"Korea"
"446"	"PO020515_09.1_92bp"	24669	"Pohang15"	"Korea"
"447"	"PO020515_10.1_92bp"	24734	"Pohang15"	"Korea"
"448"	"PO020515_14.1_92bp"	24995	"Pohang15"	"Korea"
"449"	"PO020515_15.1_92bp"	25053	"Pohang15"	"Korea"
"450"	"PO020515_16.1_92bp"	25047	"Pohang15"	"Korea"
"451"	"PO020515_17.1_92bp"	25034	"Pohang15"	"Korea"
"452"	"PO031715_03_92bp"	25131	"Pohang15"	"Korea"
"453"	"PO031715_04_92bp"	25135	"Pohang15"	"Korea"
"454"	"PO031715_13.1_92bp"	25171	"Pohang15"	"Korea"
"455"	"PO031715_20.1_92bp"	24873	"Pohang15"	"Korea"
"456"	"PO031715_23_92bp"	25094	"Pohang15"	"Korea"
"457"	"PO031715_24_92bp"	25134	"Pohang15"	"Korea"
"458"	"PS12_001"	23171	"SalishSea12_13"	"Alaska"
"459"	"PS12_002"	21636	"SalishSea12_13"	"Alaska"
"460"	"PS12_003"	23416	"SalishSea12_13"	"Alaska"
"461"	"PS12_004"	19132	"SalishSea12_13"	"Alaska"
"462"	"PS12_005"	23533	"SalishSea12_13"	"Alaska"
"463"	"PS12_006"	23859	"SalishSea12_13"	"Alaska"
"464"	"PS12_007"	21775	"SalishSea12_13"	"Alaska"
"465"	"PS12_008"	24039	"SalishSea12_13"	"Alaska"
"466"	"PS12_009"	22026	"SalishSea12_13"	"Alaska"
"467"	"PS12_010"	20238	"SalishSea12_13"	"Alaska"
"468"	"PS12_011"	20650	"SalishSea12_13"	"Alaska"
"469"	"PS12_012"	23709	"SalishSea12_13"	"Alaska"
"470"	"PS12_013"	22160	"SalishSea12_13"	"Alaska"
"471"	"PS12_014"	23872	"SalishSea12_13"	"Alaska"
"472"	"PS12_015"	24123	"SalishSea12_13"	"Alaska"
"473"	"PS12_016"	23647	"SalishSea12_13"	"Alaska"
"474"	"PS12_017"	23974	"SalishSea12_13"	"Alaska"
"475"	"PS12_018"	23762	"SalishSea12_13"	"Alaska"
"476"	"PS12_019"	20953	"SalishSea12_13"	"Alaska"
"477"	"PS12_020"	23497	"SalishSea12_13"	"Alaska"
"478"	"PS12_021"	22891	"SalishSea12_13"	"Alaska"
"479"	"PS12_022"	23630	"SalishSea12_13"	"Alaska"
"480"	"PS12_023"	19604	"SalishSea12_13"	"Alaska"
"481"	"PS12_024"	23463	"SalishSea12_13"	"Alaska"
"482"	"PS12_025"	23478	"SalishSea12_13"	"Alaska"
"483"	"PS12_026"	22631	"JuandeFuca12"	"Alaska"
"484"	"PS12_027"	23414	"JuandeFuca12"	"Alaska"
"485"	"PS12_028"	22725	"JuandeFuca12"	"Alaska"
"486"	"PS12_029"	23470	"JuandeFuca12"	"Alaska"
"487"	"PS12_030"	21997	"JuandeFuca12"	"Alaska"
"488"	"PS12_031"	23026	"JuandeFuca12"	"Alaska"
"489"	"PS12_032"	23758	"JuandeFuca12"	"Alaska"
"490"	"PS12_033"	23190	"JuandeFuca12"	"Alaska"
"491"	"PS12_034"	22459	"JuandeFuca12"	"Alaska"
"492"	"PS12_035"	23435	"JuandeFuca12"	"Alaska"
"493"	"PS12_036"	23203	"JuandeFuca12"	"Alaska"
"494"	"PS12_037"	23330	"JuandeFuca12"	"Alaska"
"495"	"PS12_038"	21371	"JuandeFuca12"	"Alaska"
"496"	"PS12_039"	18506	"JuandeFuca12"	"Alaska"
"497"	"PS12_040"	23783	"JuandeFuca12"	"Alaska"
"498"	"PS12_041"	23409	"JuandeFuca12"	"Alaska"
"499"	"PS12_042"	19906	"JuandeFuca12"	"Alaska"
"500"	"PS12_043"	17740	"JuandeFuca12"	"Alaska"
"501"	"PS12_044"	22767	"JuandeFuca12"	"Alaska"
"502"	"PS12_045"	22256	"JuandeFuca12"	"Alaska"
"503"	"PS12_046"	23308	"JuandeFuca12"	"Alaska"
"504"	"PS12_047"	23400	"JuandeFuca12"	"Alaska"
"505"	"PS12_048"	23140	"JuandeFuca12"	"Alaska"
"506"	"PWS12_001"	23760	"PWSound12"	"Alaska"
"507"	"PWS12_002"	24065	"PWSound12"	"Alaska"
"508"	"PWS12_003"	23103	"PWSound12"	"Alaska"
"509"	"PWS12_004"	23357	"PWSound12"	"Alaska"
"510"	"PWS12_005"	23731	"PWSound12"	"Alaska"
"511"	"PWS12_006"	23620	"PWSound12"	"Alaska"
"512"	"PWS12_007"	22277	"PWSound12"	"Alaska"
"513"	"PWS12_008"	23541	"PWSound12"	"Alaska"
"514"	"PWS12_009"	23355	"PWSound12"	"Alaska"
"515"	"PWS12_010"	23847	"PWSound12"	"Alaska"
"516"	"PWS12_011"	23429	"PWSound12"	"Alaska"
"517"	"PWS12_012"	22097	"PWSound12"	"Alaska"
"518"	"PWS12_013"	23378	"PWSound12"	"Alaska"
"519"	"PWS12_014"	23870	"PWSound12"	"Alaska"
"520"	"PWS12_015"	23184	"PWSound12"	"Alaska"
"521"	"PWS12_016"	23495	"PWSound12"	"Alaska"
"522"	"PWS12_017"	24103	"PWSound12"	"Alaska"
"523"	"PWS12_018"	23206	"PWSound12"	"Alaska"
"524"	"PWS12_019"	23103	"PWSound12"	"Alaska"
"525"	"PWS12_020"	23473	"PWSound12"	"Alaska"
"526"	"PWS12_021"	23326	"PWSound12"	"Alaska"
"527"	"PWS12_022"	23385	"PWSound12"	"Alaska"
"528"	"PWS12_023"	22780	"PWSound12"	"Alaska"
"529"	"PWS12_025"	23320	"PWSound12"	"Alaska"
"530"	"PWS12_031"	23433	"PWSound12"	"Alaska"
"531"	"PWS12_033"	23238	"PWSound12"	"Alaska"
"532"	"PWS12_041"	23389	"PWSound12"	"Alaska"
"533"	"PWS12_054"	23711	"PWSound12"	"Alaska"
"534"	"PWS12_055"	21541	"PWSound12"	"Alaska"
"535"	"PWS12_056"	19759	"PWSound12"	"Alaska"
"536"	"PWS12_057"	23207	"PWSound12"	"Alaska"
"537"	"PWS12_063"	22706	"PWSound12"	"Alaska"
"538"	"PWS12_064"	22141	"PWSound12"	"Alaska"
"539"	"PWS12_066"	23536	"PWSound12"	"Alaska"
"540"	"PWS12_069"	23220	"PWSound12"	"Alaska"
"541"	"PWS12_075"	24085	"PWSound12"	"Alaska"
"542"	"PWS12_076"	21792	"PWSound12"	"Alaska"
"543"	"PWS12_077"	22896	"PWSound12"	"Alaska"
"545"	"PWS12_079"	23678	"PWSound12"	"Alaska"
"546"	"PWS12_094"	23388	"PWSound12"	"Alaska"
"547"	"PWS12_095"	23342	"PWSound12"	"Alaska"
"548"	"PWS12_096"	23295	"PWSound12"	"Alaska"
"549"	"PWS12_097"	22844	"PWSound12"	"Alaska"
"550"	"PWS12_131"	23336	"PWSound12"	"Alaska"
"551"	"PWS12_132"	22441	"PWSound12"	"Alaska"
"552"	"PWS12_133"	21644	"PWSound12"	"Alaska"
"553"	"PWS12_134"	23046	"PWSound12"	"Alaska"
"554"	"UP03_001"	24040	"UnimakPass03"	"Alaska"
"555"	"UP03_002"	22216	"UnimakPass03"	"Alaska"
"556"	"UP03_003"	23464	"UnimakPass03"	"Alaska"
"557"	"UP03_004"	23470	"UnimakPass03"	"Alaska"
"558"	"UP03_005"	23090	"UnimakPass03"	"Alaska"
"559"	"UP03_006"	23527	"UnimakPass03"	"Alaska"
"560"	"UP03_007"	22635	"UnimakPass03"	"Alaska"
"561"	"UP03_008"	23705	"UnimakPass03"	"Alaska"
"562"	"UP03_009"	23256	"UnimakPass03"	"Alaska"
"563"	"UP03_010"	23550	"UnimakPass03"	"Alaska"
"564"	"UP03_011"	24155	"UnimakPass03"	"Alaska"
"565"	"UP03_012"	22821	"UnimakPass03"	"Alaska"
"566"	"UP03_013"	23504	"UnimakPass03"	"Alaska"
"567"	"UP03_014"	23393	"UnimakPass03"	"Alaska"
"568"	"UP03_015"	21952	"UnimakPass03"	"Alaska"
"569"	"UP03_016"	20608	"UnimakPass03"	"Alaska"
"570"	"UP03_017"	23391	"UnimakPass03"	"Alaska"
"571"	"UP03_018"	23742	"UnimakPass03"	"Alaska"
"572"	"UP03_019"	23459	"UnimakPass03"	"Alaska"
"573"	"UP03_020"	22458	"UnimakPass03"	"Alaska"
"574"	"UP03_021"	23482	"UnimakPass03"	"Alaska"
"575"	"UP03_022"	23293	"UnimakPass03"	"Alaska"
"576"	"UP03_023"	22913	"UnimakPass03"	"Alaska"
"577"	"UP03_024"	18951	"UnimakPass03"	"Alaska"
"578"	"UP03_025"	23465	"UnimakPass03"	"Alaska"
"579"	"UP03_026"	18059	"UnimakPass03"	"Alaska"
"580"	"UP03_027"	22114	"UnimakPass03"	"Alaska"
"581"	"UP03_028"	21155	"UnimakPass03"	"Alaska"
"582"	"UP03_029"	23451	"UnimakPass03"	"Alaska"
"583"	"UP03_030"	23714	"UnimakPass03"	"Alaska"
"585"	"UP03_032"	22864	"UnimakPass03"	"Alaska"
"586"	"UP03_033"	20933	"UnimakPass03"	"Alaska"
"587"	"UP03_034"	20053	"UnimakPass03"	"Alaska"
"588"	"UP03_035"	23136	"UnimakPass03"	"Alaska"
"589"	"UP03_036"	23840	"UnimakPass03"	"Alaska"
"590"	"UP03_037"	22770	"UnimakPass03"	"Alaska"
"591"	"UP03_038"	22750	"UnimakPass03"	"Alaska"
"593"	"UP03_040"	23368	"UnimakPass03"	"Alaska"
"594"	"UP03_041"	23376	"UnimakPass03"	"Alaska"
"595"	"UP03_042"	22479	"UnimakPass03"	"Alaska"
"596"	"UP03_043"	23043	"UnimakPass03"	"Alaska"
"597"	"UP03_044"	23924	"UnimakPass03"	"Alaska"
"598"	"UP03_045"	23466	"UnimakPass03"	"Alaska"
"599"	"UP03_046"	23482	"UnimakPass03"	"Alaska"
"600"	"UP03_047"	23124	"UnimakPass03"	"Alaska"
"601"	"UP03_048"	23260	"UnimakPass03"	"Alaska"
"602"	"WC05_001"	23274	"WashCoast05"	"Alaska"
"603"	"WC05_002"	22805	"WashCoast05"	"Alaska"
"604"	"WC05_003"	23347	"WashCoast05"	"Alaska"
"605"	"WC05_004"	21257	"WashCoast05"	"Alaska"
"606"	"WC05_005"	23158	"WashCoast05"	"Alaska"
"607"	"WC05_006"	23509	"WashCoast05"	"Alaska"
"608"	"WC05_007"	21066	"WashCoast05"	"Alaska"
"609"	"WC05_008"	23943	"WashCoast05"	"Alaska"
"610"	"WC05_009"	22954	"WashCoast05"	"Alaska"
"611"	"WC05_010"	21243	"WashCoast05"	"Alaska"
"612"	"WC05_011"	20093	"WashCoast05"	"Alaska"
"613"	"WC05_012"	23676	"WashCoast05"	"Alaska"
"614"	"WC05_013"	18627	"WashCoast05"	"Alaska"
"615"	"WC05_014"	23422	"WashCoast05"	"Alaska"
"616"	"WC05_015"	24054	"WashCoast05"	"Alaska"
"617"	"WC05_016"	23685	"WashCoast05"	"Alaska"
"618"	"WC05_017"	23881	"WashCoast05"	"Alaska"
"619"	"WC05_018"	23861	"WashCoast05"	"Alaska"
"620"	"WC05_019"	20299	"WashCoast05"	"Alaska"
"621"	"WC05_020"	18743	"WashCoast05"	"Alaska"
"622"	"WC05_021"	22082	"WashCoast05"	"Alaska"
"623"	"WC05_022"	23553	"WashCoast05"	"Alaska"
"624"	"WC05_023"	22832	"WashCoast05"	"Alaska"
"625"	"WC05_024"	20240	"WashCoast05"	"Alaska"
"626"	"WC05_025"	23429	"WashCoast05"	"Alaska"
"627"	"WC05_026"	21051	"WashCoast05"	"Alaska"
"628"	"WC05_027"	21029	"WashCoast05"	"Alaska"
"629"	"WC05_028"	18937	"WashCoast05"	"Alaska"
"630"	"WC05_029"	23581	"WashCoast05"	"Alaska"
"631"	"WC05_030"	21260	"WashCoast05"	"Alaska"
"632"	"WC05_031"	22828	"WashCoast05"	"Alaska"
"633"	"WC05_032"	23671	"WashCoast05"	"Alaska"
"634"	"WC05_033"	23326	"WashCoast05"	"Alaska"
"635"	"WC05_034"	21719	"WashCoast05"	"Alaska"
"636"	"WC05_035"	23347	"WashCoast05"	"Alaska"
"637"	"WC05_036"	23111	"WashCoast05"	"Alaska"
"638"	"WC05_037"	22998	"WashCoast05"	"Alaska"
"640"	"WC05_039"	17453	"WashCoast05"	"Alaska"
"641"	"WC05_040"	23750	"WashCoast05"	"Alaska"
"642"	"WC05_041"	23091	"WashCoast05"	"Alaska"
"643"	"WC05_042"	17808	"WashCoast05"	"Alaska"
"645"	"WC05_044"	22124	"WashCoast05"	"Alaska"
"646"	"WC05_045"	20103	"WashCoast05"	"Alaska"
"647"	"WC05_046"	19372	"WashCoast05"	"Alaska"
"648"	"WC05_047"	23044	"WashCoast05"	"Alaska"
"649"	"WC05_048"	22853	"WashCoast05"	"Alaska"
"650"	"YS121315_08.1_92bp"	24921	"YellowSea16"	"Korea"
"651"	"YS121315_10.1_92bp"	24731	"YellowSea16"	"Korea"
"652"	"YS121315_12_300_92bp"	24932	"YellowSea16"	"Korea"
"653"	"YS121315_12_92bp"	25101	"YellowSea16"	"Korea"
"654"	"YS121315_14.1_92bp"	25260	"YellowSea16"	"Korea"
"655"	"YS121315_14_2_92bp"	25401	"YellowSea16"	"Korea"
"656"	"YS121315_15_92bp"	25014	"YellowSea16"	"Korea"
"657"	"YS121315_16_92bp"	25097	"YellowSea16"	"Korea"
"658"	"YS_121316_01_92bp"	25144	"YellowSea16"	"Korea"
"659"	"YS_121316_03_92bp"	25116	"YellowSea16"	"Korea"
"660"	"YS_121316_04_92bp"	24760	"YellowSea16"	"Korea"
"661"	"YS_121316_05_92bp"	25167	"YellowSea16"	"Korea"
"662"	"YS_121316_07_92bp"	25155	"YellowSea16"	"Korea"
"663"	"YS_121316_13_92bp"	25179	"YellowSea16"	"Korea"
"664"	"YS_121316_17_92bp"	25103	"YellowSea16"	"Korea"
"665"	"YS_121316_18_92bp"	24897	"YellowSea16"	"Korea"
"666"	"YS_121316_19_92bp"	24038	"YellowSea16"	"Korea"
"667"	"YS_121316_20.1_92bp"	25326	"YellowSea16"	"Korea"
"668"	"YS_121316_20_2_92bp"	25280	"YellowSea16"	"Korea"
"669"	"YS_121316_21_2_92bp"	25200	"YellowSea16"	"Korea"
"670"	"YS_121316_21_92bp"	25198	"YellowSea16"	"Korea"
"671"	"YS_121316_22_92bp"	25096	"YellowSea16"	"Korea"
"672"	"YS_121316_23_92bp"	25171	"YellowSea16"	"Korea"
"673"	"YS_121316_24_92bp"	25133	"YellowSea16"	"Korea"
"674"	"YS_121316_25_92bp"	25075	"YellowSea16"	"Korea"
"675"	"YS_121316_26_92bp"	25082	"YellowSea16"	"Korea"
"676"	"YS_121316_27_92bp"	24708	"YellowSea16"	"Korea"
"677"	"YS_121316_28_92bp"	24491	"YellowSea16"	"Korea"
"678"	"YS_121316_29_92bp"	24060	"YellowSea16"	"Korea"
"679"	"YS121316_30_92bp"	25150	"YellowSea16"	"Korea"
