sample	n_loci	population	group
AD06_040	8466	Adak06	Alaska
AD06_041	8669	Adak06	Alaska
AD06_042	7227	Adak06	Alaska
AD06_043	3665	Adak06	Alaska
JB121807_45.1_92bp	4756	JinhaeBay07	Korea
AD06_045	8440	Adak06	Alaska
AD06_046	8031	Adak06	Alaska
AD06_047	8394	Adak06	Alaska
GEO020414_2_92bp	9045	Geoje14	Korea
WC05_020	4154	WashCoast05	Alaska
GEO020414_26_92bp	8809	Geoje14	Korea
GEO012315_02_92bp	9396	Geoje15	Korea
JB021108_17.1_92bp	9264	JinhaeBay08	Korea
JUK07_09_rep.1_92bp	9496	Jukbyeon07	Korea
JB121807_23_92bp	5896	JinhaeBay07	Korea
PWS12_031	8782	PWSound12	Alaska
AD06_039	4366	Adak06	Alaska
AD06_038	6084	Adak06	Alaska
AD06_035	8689	Adak06	Alaska
AD06_034	2802	Adak06	Alaska
AD06_037	5943	Adak06	Alaska
GE011215_01.1_92bp	9373	Geoje15	Korea
AD06_031	1176	Adak06	Alaska
AD06_030	8845	Adak06	Alaska
JB021108_34_92bp	8534	JinhaeBay08	Korea
AD06_032	8158	Adak06	Alaska
JB121807_34.1_92bp	9237	JinhaeBay07	Korea
JB021108_33_rep_92bp	9324	JinhaeBay08	Korea
GEO020414_15_92bp	8540	Geoje14	Korea
JUK07_29.1_92bp	9493	Jukbyeon07	Korea
YS_121316_03_92bp	9351	YellowSea16	Korea
GE012315_11.1_92bp	9444	Geoje15	Korea
NA021015_16.1_92bp	9370	Namhae15	Korea
JB021108_44.1_92bp	9403	JinhaeBay08	Korea
GEO020414_6_92bp	8880	Geoje14	Korea
JB021108_41.1_92bp	8150	JinhaeBay08	Korea
YS121315_10.1_92bp	8571	YellowSea16	Korea
YS121315_14.1_92bp	9376	YellowSea16	Korea
UP03_003	8906	UnimakPass03	Alaska
JB121807_28.1_92bp	8717	JinhaeBay07	Korea
NA021015_26_92bp	9477	Namhae15	Korea
PO010715_29.1_92bp	9241	Pohang15	Korea
YS_121316_28_92bp	8600	YellowSea16	Korea
UP03_002	6067	UnimakPass03	Alaska
JB121807_11.1_92bp	9453	JinhaeBay07	Korea
GE012315_06.1_92bp	9318	Geoje15	Korea
YS_121316_26_92bp	9403	YellowSea16	Korea
WC05_037	7639	WashCoast05	Alaska
BOR07_13.1_92bp	9463	Boryeong07	Korea
WC05_035	8647	WashCoast05	Alaska
WC05_034	6927	WashCoast05	Alaska
WC05_033	8541	WashCoast05	Alaska
JB021108_35_rep_92bp	8082	JinhaeBay08	Korea
WC05_031	7642	WashCoast05	Alaska
WC05_030	5419	WashCoast05	Alaska
JUK07_22_92bp	8550	Jukbyeon07	Korea
YS121315_12_92bp	9422	YellowSea16	Korea
WC05_039	3115	WashCoast05	Alaska
WC05_038	1421	WashCoast05	Alaska
PO020515_05.1_92bp	9119	Pohang15	Korea
GE012315_01.1_92bp	9024	Geoje15	Korea
JB021108_20_92bp	7916	JinhaeBay08	Korea
JB021108_02.1_92bp	8927	JinhaeBay08	Korea
UP03_022	8495	UnimakPass03	Alaska
UP03_021	8847	UnimakPass03	Alaska
UP03_020	6885	UnimakPass03	Alaska
JUK07_25_92bp	7829	Jukbyeon07	Korea
UP03_026	1645	UnimakPass03	Alaska
NA021015_08.1_92bp	8865	Namhae15	Korea
BOR07_01_92bp	7237	Boryeong07	Korea
UP03_029	8928	UnimakPass03	Alaska
UP03_028	5835	UnimakPass03	Alaska
UP03_033	5053	UnimakPass03	Alaska
JB121807_43_92bp	9386	JinhaeBay07	Korea
GEO020414_17_300_92bp	8873	Geoje14	Korea
JB021108_40_2_92bp	8404	JinhaeBay08	Korea
JB121807_36_c_92bp	3744	JinhaeBay07	Korea
GE011215_15.1_92bp	9372	Geoje15	Korea
JB121807_16_2_92bp	9364	JinhaeBay07	Korea
UP03_038	7367	UnimakPass03	Alaska
JB121807_21.1_92bp	8592	JinhaeBay07	Korea
GEO020414_24_92bp	9394	Geoje14	Korea
HS04_010	4578	HecStrait04	Alaska
KOD03_063	8795	Kodiak03	Alaska
AD06_004	8749	Adak06	Alaska
AD06_005	3464	Adak06	Alaska
AD06_006	8163	Adak06	Alaska
AD06_007	8423	Adak06	Alaska
AD06_001	9003	Adak06	Alaska
AD06_002	2269	Adak06	Alaska
AD06_003	8406	Adak06	Alaska
PS12_003	8772	SalishSea12_13	Alaska
NA021015_10.1_92bp	9337	Namhae15	Korea
AD06_008	8949	Adak06	Alaska
AD06_009	6268	Adak06	Alaska
HS04_017	9085	HecStrait04	Alaska
JB021108_28_2_92bp	6630	JinhaeBay08	Korea
JB021108_06_92bp	9261	JinhaeBay08	Korea
YS_121316_04_92bp	8441	YellowSea16	Korea
