sample	n_loci	population	group
AD06_040	22982	Adak06	Alaska
AD06_041	22985	Adak06	Alaska
AD06_042	21797	Adak06	Alaska
AD06_043	18821	Adak06	Alaska
JB121807_45.1_92bp	16080	JinhaeBay07	Korea
AD06_045	22856	Adak06	Alaska
AD06_046	22592	Adak06	Alaska
AD06_047	22764	Adak06	Alaska
GEO020414_2_92bp	23827	Geoje14	Korea
WC05_020	17864	WashCoast05	Alaska
GEO020414_26_92bp	23271	Geoje14	Korea
GEO012315_02_92bp	24680	Geoje15	Korea
JB021108_17.1_92bp	24715	JinhaeBay08	Korea
JUK07_09_rep.1_92bp	24704	Jukbyeon07	Korea
JB121807_23_92bp	17290	JinhaeBay07	Korea
PWS12_031	22996	PWSound12	Alaska
AD06_039	18728	Adak06	Alaska
AD06_038	21246	Adak06	Alaska
AD06_035	23085	Adak06	Alaska
AD06_034	15847	Adak06	Alaska
AD06_037	20740	Adak06	Alaska
GE011215_01.1_92bp	24736	Geoje15	Korea
AD06_031	15484	Adak06	Alaska
AD06_030	23153	Adak06	Alaska
JB021108_34_92bp	23723	JinhaeBay08	Korea
AD06_032	22664	Adak06	Alaska
JB121807_34.1_92bp	24589	JinhaeBay07	Korea
JB021108_33_rep_92bp	24457	JinhaeBay08	Korea
GEO020414_15_92bp	22933	Geoje14	Korea
JUK07_29.1_92bp	24678	Jukbyeon07	Korea
YS_121316_03_92bp	24702	YellowSea16	Korea
GE012315_11.1_92bp	24944	Geoje15	Korea
NA021015_16.1_92bp	24638	Namhae15	Korea
JB021108_44.1_92bp	24680	JinhaeBay08	Korea
GEO020414_6_92bp	23454	Geoje14	Korea
JB021108_41.1_92bp	22901	JinhaeBay08	Korea
YS121315_10.1_92bp	24115	YellowSea16	Korea
YS121315_14.1_92bp	24829	YellowSea16	Korea
UP03_003	23156	UnimakPass03	Alaska
JB121807_28.1_92bp	24275	JinhaeBay07	Korea
NA021015_26_92bp	24893	Namhae15	Korea
PO010715_29.1_92bp	24635	Pohang15	Korea
YS_121316_28_92bp	23042	YellowSea16	Korea
UP03_002	21570	UnimakPass03	Alaska
JB121807_11.1_92bp	24822	JinhaeBay07	Korea
GE012315_06.1_92bp	24562	Geoje15	Korea
YS_121316_26_92bp	24743	YellowSea16	Korea
WC05_037	22362	WashCoast05	Alaska
BOR07_13.1_92bp	24762	Boryeong07	Korea
WC05_035	22898	WashCoast05	Alaska
WC05_034	20953	WashCoast05	Alaska
WC05_033	22833	WashCoast05	Alaska
JB021108_35_rep_92bp	24060	JinhaeBay08	Korea
WC05_031	22308	WashCoast05	Alaska
WC05_030	20509	WashCoast05	Alaska
JUK07_22_92bp	22801	Jukbyeon07	Korea
YS121315_12_92bp	24611	YellowSea16	Korea
WC05_039	16590	WashCoast05	Alaska
WC05_038	12024	WashCoast05	Alaska
PO020515_05.1_92bp	24239	Pohang15	Korea
GE012315_01.1_92bp	24436	Geoje15	Korea
JB021108_20_92bp	23727	JinhaeBay08	Korea
JB021108_02.1_92bp	24220	JinhaeBay08	Korea
UP03_022	22827	UnimakPass03	Alaska
UP03_021	23052	UnimakPass03	Alaska
UP03_020	21916	UnimakPass03	Alaska
JUK07_25_92bp	21358	Jukbyeon07	Korea
UP03_026	16964	UnimakPass03	Alaska
NA021015_08.1_92bp	24059	Namhae15	Korea
BOR07_01_92bp	21216	Boryeong07	Korea
UP03_029	23039	UnimakPass03	Alaska
UP03_028	20610	UnimakPass03	Alaska
UP03_033	20278	UnimakPass03	Alaska
JB121807_43_92bp	24742	JinhaeBay07	Korea
GEO020414_17_300_92bp	23546	Geoje14	Korea
JB021108_40_2_92bp	24030	JinhaeBay08	Korea
JB121807_36_c_92bp	10861	JinhaeBay07	Korea
GE011215_15.1_92bp	24686	Geoje15	Korea
JB121807_16_2_92bp	24637	JinhaeBay07	Korea
UP03_038	22222	UnimakPass03	Alaska
JB121807_21.1_92bp	23582	JinhaeBay07	Korea
GEO020414_24_92bp	24637	Geoje14	Korea
HS04_010	19142	HecStrait04	Alaska
KOD03_063	23310	Kodiak03	Alaska
AD06_004	23054	Adak06	Alaska
AD06_005	18664	Adak06	Alaska
AD06_006	22473	Adak06	Alaska
AD06_007	22745	Adak06	Alaska
AD06_001	23468	Adak06	Alaska
AD06_002	15790	Adak06	Alaska
AD06_003	22655	Adak06	Alaska
PS12_003	23006	SalishSea12_13	Alaska
NA021015_10.1_92bp	24717	Namhae15	Korea
AD06_008	23341	Adak06	Alaska
AD06_009	21204	Adak06	Alaska
HS04_017	23667	HecStrait04	Alaska
JB021108_28_2_92bp	22825	JinhaeBay08	Korea
JB021108_06_92bp	24674	JinhaeBay08	Korea
YS_121316_04_92bp	24162	YellowSea16	Korea
